date,strat_nav,bench_nav_tr,bench_nav_px,strat_ret,bench_ret_tr,bench_ret_px,strat_nav_gated
20220429,1.6143421697400424,1.3746033149348524,1.2779470577062682,0.10733772177820558,0.020576381870510252,0.0187430485371769,1.4828589688338663
20220531,1.7549444925485813,1.5093230373903523,1.4008509594681533,0.08709573809323233,0.09800625459853829,0.09617292126520494,1.560769064746312
20220630,1.7793016148808243,1.4061150765779242,1.3024921250345636,0.013879141155553417,-0.0683802991511192,-0.07021363248445256,1.5702392155410547
20220729,1.7349750480522186,1.3779204562407183,1.273987390997425,-0.024912340020314398,-0.020051431640874973,-0.021884764974208326,1.543681230396192
20220831,1.5887193258908037,1.287898752115863,1.188420153452311,-0.08429845854302626,-0.06533156810114804,-0.0671649014344814,1.4125095658646982
20220930,1.8855852459150049,1.1900066019404083,1.095910521414836,0.1868586320983707,-0.0760091971629211,-0.07784253049625445,1.6764491711680392
20221031,2.0445823517359774,1.308971780355147,1.203459728099387,0.08432241722586065,0.09997018354415488,0.09813685021082152,1.8176567308524432
20221130,1.936210272401343,1.3176895246529994,1.2092684199198207,-0.05300450688260102,0.006659994072207631,0.004826660738874278,1.769366419085062
20221230,2.1571813886978615,1.41717972722135,1.298355454908308,0.11412557791177495,0.07550352393865345,0.0736701906053201,1.9611370142920004
20230131,2.2542239630995793,1.3899812891948267,1.2710571676685867,0.04498582034415544,-0.019191946867495036,-0.0210252802008285,1.963440824952041
20230228,2.1227603055287148,1.386199379435173,1.265268559348664,-0.05831880936537499,-0.002720835013429901,-0.004554168346763254,1.9507435830248026
20230331,2.0503844649657244,1.381267278880342,1.2584470719021479,-0.034095154490353094,-0.003558002281634831,-0.005391335614968185,1.919560143478197
20230428,1.9706049657177558,1.3047641362851283,1.1864393206079726,-0.0389095316566897,-0.055386197707678386,-0.05721953104101174,1.872061031137497
20230531,2.0092057794409723,1.3222382599661457,1.2001536340937995,0.019588306329653995,0.013392553638674531,0.011559220305341178,1.9064995861589482
20230630,2.01535244680128,1.3839112555416335,1.2539319699062321,0.0030592522792852583,0.04664287628242336,0.04480954294909001,1.9068278319743897
20230731,1.8622652607124448,1.3004890015020893,1.1760459997743018,-0.07596050325183147,-0.060280060376338596,-0.06211339370967195,1.8585829697353853
20230831,1.8586361683138224,1.2767096681097696,1.1523860120011868,-0.001948751595803333,-0.018284916954202757,-0.02011825028753611,1.8524733411180665
20230928,1.8153740474774274,1.2385599529777966,1.115838538775726,-0.023276271910517544,-0.029881276914316413,-0.031714610247649655,1.822209415379463
20231031,1.8952520541214155,1.2143770579142217,1.0920060765238833,0.04400085302254009,-0.019525009673882487,-0.021358343007215952,1.8852356344799486
20231130,1.8779564302580247,1.1939939366801817,1.0716749211519576,-0.009125764473268757,-0.016784837214439352,-0.018618170547772595,1.8711033834656416
20231229,1.4733708922081579,1.1211011384171328,1.0042849069745055,-0.21543925701954564,-0.06104955479566532,-0.06288288812899878,1.7482030341891157
20240131,1.5765377547590573,1.2280127125316604,1.0982153451624415,0.07002097238142277,0.09536300557635213,0.09352967224301878,1.8681667456131228
20240229,1.660276201019961,1.2377387398942787,1.1048999649585072,0.05311540812018245,0.007920135730978828,0.006086802397645474,1.885608049798603
20240329,1.6792025672025255,1.2634192255752383,1.125798674432744,0.011399528687418075,0.020747904911785353,0.018914571578452,1.8940597104354688
20240430,1.5965317123948035,1.2571583628793015,1.1181558249132284,-0.049232210825789664,-0.004955491074695506,-0.0067888244080288596,1.840003542999465
20240531,1.4154170546542566,1.2179312103428677,1.0812160206614547,-0.11344256824618552,-0.031203031928762615,-0.03303636526209608,1.6317583966006168
20240628,1.4620331590694033,1.2132777634845413,1.075102703054887,0.032934536334616675,-0.00382077971137329,-0.0056541130447066434,1.685467993823469
20240731,1.4097298473008588,1.1729742383299309,1.0374181538790304,-0.0357743676633408,-0.03321871245613084,-0.03505204578946419,1.6590842273350066
20240830,1.8416419278448812,1.4210683761787917,1.2549390809334138,0.3063793260609353,0.2115085990312071,0.20967526569787376,2.0343096240023355
20240930,1.9468092285588985,1.378820713965072,1.2153296391144872,0.05710518376234276,-0.02972950698355714,-0.031562840316890495,2.031297309369821
20241031,1.9678450352046388,1.3904001290023007,1.2233079424372508,0.010805273745959984,0.008398057064235465,0.006564723730902111,2.031297309369821
20241129,1.8945669124573814,1.3994555906743393,1.2290324272322137,-0.03723775065430247,0.006512845822688851,0.004679512489355497,2.031297309369821
20241231,1.8328490573659502,1.3601146351789002,1.1922291158221712,-0.03257623401190875,-0.028111614085933545,-0.0299449474192669,1.9798108104052343
20250127,1.9693604365749169,1.388608555812386,1.21502014081501,0.07448042633971837,0.020949646372813158,0.019116313039479804,2.058717016710669
20250228,2.0165143600369517,1.3901751493618928,1.2141633593180923,0.023943775139529347,0.0011281750662917034,-0.0007051582670416501,2.0846996962674806
20250331,2.022441967755417,1.3509770898115276,1.1777022482682344,0.0029395316174969364,-0.028196489894354304,-0.030029823227687658,2.0881018756891856
20250430,2.153702381595619,1.3784133656121176,1.1994604566026,0.06490194326113595,0.02030846859469504,0.018475135261361686,2.140495898765894
20250530,2.226504993724106,1.4153437167547658,1.229397303519881,0.03380346920290325,0.02679192763503746,0.024958594301704107,2.177727562686067
20250630,2.3761050671703137,1.4681045720065804,1.2729725963915095,0.06719054027181101,0.0372777683803831,0.03544443504704975,2.175453222151278
20250731,2.4942783056651203,1.6225086926591585,1.4045204305265326,0.04973401224026612,0.10517242681258132,0.10333909347924797,2.2075482083980775
20250829,2.4562370214652445,1.677417320410275,1.449476987228798,-0.015251419263630137,0.033841808059053013,0.03200847472571966,2.2028237433884175
20250930,2.4941858972040123,1.6804832237269585,1.4494688976072856,0.015450005600896528,0.0018277522709337912,-5.581062399562242e-06,2.2120618578690032
20251031,2.486132625024754,1.642280142131196,1.413860195285961,-0.0032288179434764508,-0.022733390644052887,-0.02456672397738624,2.210511445370019
20251128,2.4669715851816054,1.6827603780428069,1.446118076427932,-0.007707167208329449,0.024648800696743134,0.02281546736340978,2.20262344216129
20251231,2.582784237936762,1.7136133831201903,1.4699810855903497,0.04694527227261567,0.0183347584599467,0.016501425126613345,2.2509351568634686
20260130,2.6015407782648152,1.7183231455213448,1.4713262740818103,0.007262139846043236,0.0027484393198300427,0.0009151059864966893,2.2549085145478323
20260227,2.3588802402282787,1.626414085327696,1.38993106361875,-0.0932757003326263,-0.053487646042132075,-0.05532097937546543,2.252528570015298
20260331,2.538206833323046,1.7599671603413203,1.5015171163741392,0.07602191499022988,0.08211505066172342,0.08028171732839007,2.4192882930362076
20260430,2.304212440482555,1.7942445321949465,1.528008096867813,-0.09218885938233136,0.01947614286563093,0.017642809532297576,2.3077848492132746
20260529,2.240785907261502,1.82955652693444,1.5552790230710682,-0.02752633919803409,0.01968070355287388,0.017847370219540526,2.241900759530531
20260630,2.262867472595176,1.689161735628961,1.4330801365090824,0.009854384241759072,-0.07673706127064639,-0.07857039460397974,2.2639933110468364
