year,total,ann,sharpe,maxdd,empty
2020,6.0433071617915335,6.06467725340889,0.49979302785953533,-9.66812047349905,2.1739130434782608
2021,25.815031159011493,26.15563848197462,1.4025226165293416,-11.736452259201592,2.127659574468085
2022,-8.59699943047576,-8.716743243192171,-0.24881274266913203,-32.65616538995029,2.1645021645021645
2023,30.511154394461904,31.018963402433265,1.2983581363001415,-12.722593968016266,2.1551724137931036
2024,1.3794246919418995,1.3841943621996977,-1.5094936153961436,-0.1931916872572795,2.2222222222222223
2025,0.984909426452063,0.9910443885034814,-3.77709496542568,-0.14880283060180954,2.1645021645021645
2026,0.40743426677982697,0.677342862672714,-5.797126323600733,-0.12384590211861358,3.4246575342465753
