trade_date,nav_gross,nav_net,nav_hold
20131030,999119.9895070498,992944.0612330561,721432.8762670528
20131031,999119.9895070498,992944.0612330561,735144.399369798
20131101,999119.9895070498,992944.0612330561,735525.2750115409
20131104,999119.9895070498,992944.0612330561,741836.9285032807
20131105,999119.9895070498,992944.0612330561,751467.6411587803
20131106,999119.9895070498,992944.0612330561,759846.9052771245
20131107,999119.9895070498,992944.0612330561,756146.9704716217
20131108,999119.9895070498,992944.0612330561,740748.7123840151
20131111,999119.9895070498,992944.0612330561,759302.7972174918
20131112,999119.9895070498,992944.0612330561,788086.1135720637
20131113,999119.9895070498,992944.0612330561,787433.1839005045
20131114,999119.9895070498,992944.0612330561,783896.4815128916
20131115,999119.9895070498,992944.0612330561,780468.6007372054
20131118,999119.9895070498,992944.0612330561,780740.6547670218
20131119,999119.9895070498,992944.0612330561,777095.1307674823
20131120,999119.9895070498,992944.0612330561,772959.9095142735
20131121,999119.9895070498,992944.0612330561,754460.2354867603
20131122,999119.9895070498,992944.0612330561,753426.4301734581
20131125,999119.9895070498,992944.0612330561,766811.4884404236
20131126,999119.9895070498,992944.0612330561,761642.4618739124
20131127,999119.9895070498,992944.0612330561,761479.2294560226
20131128,999119.9895070498,992944.0612330561,771708.4609771183
20131129,999119.9895070498,992944.0612330561,769586.4395445506
20131202,999119.9895070498,992944.0612330561,744231.0039656647
20131203,999119.9895070498,992944.0612330561,748583.8684427268
20131204,999119.9895070498,992944.0612330561,753480.8409794214
20131205,999119.9895070498,992944.0612330561,745373.6308908935
20131206,999119.9895070498,992944.0612330561,754949.9327404298
20131209,999119.9895070498,992944.0612330561,750542.6574574045
20131210,999119.9895070498,992944.0612330561,745155.9876670404
20131211,999119.9895070498,992944.0612330561,742108.9825330969
20131212,999119.9895070498,992944.0612330561,742163.3933390604
20131213,999119.9895070498,992944.0612330561,742163.3933390604
20131216,999119.9895070498,992944.0612330561,723500.4868936572
20131217,999119.9895070498,992944.0612330561,724806.346236776
20131218,999119.9895070498,992944.0612330561,720888.7682074201
20131219,999119.9895070498,992944.0612330561,713597.7202083414
20131220,999119.9895070498,992944.0612330561,689112.857524868
20131223,999119.9895070498,992944.0612330561,688351.1062413822
20131224,999119.9895070498,992944.0612330561,688895.2143010148
20131225,999119.9895070498,992944.0612330561,686990.8360923004
20131226,999119.9895070498,992944.0612330561,678720.3935858826
20131227,999119.9895070498,992944.0612330561,686664.3712565206
20131230,999119.9895070498,992944.0612330561,677196.8910189109
20131231,999119.9895070498,992944.0612330561,698525.9269565144
20140102,999119.9895070498,992944.0612330561,685467.3335253287
20140103,999119.9895070498,992944.0612330561,674585.1723326738
20140106,999119.9895070498,992944.0612330561,656901.6603946097
20140107,999119.9895070498,992944.0612330561,655976.676693234
20140108,999119.9895070498,992944.0612330561,649665.0232014942
20140109,999119.9895070498,992944.0612330561,649338.5583657145
20140110,999119.9895070498,992944.0612330561,648957.6827239715
20140113,999119.9895070498,992944.0612330561,652331.1526936946
20140114,999119.9895070498,992944.0612330561,660057.4871404795
20140115,999119.9895070498,992944.0612330561,646182.7316198447
20140116,999119.9895070498,992944.0612330561,663757.4219459821
20140117,999119.9895070498,992944.0612330561,654561.9957381887
20140120,999119.9895070498,992944.0612330561,689874.6088083539
20140121,999119.9895070498,992944.0612330561,690962.8249276192
20140122,999119.9895070498,992944.0612330561,730029.7836092501
20140123,999119.9895070498,992944.0612330561,729594.4971615439
20140124,999119.9895070498,992944.0612330561,737266.4208023656
20140127,999119.9895070498,992944.0612330561,765832.0939330846
20140128,999119.9895070498,992944.0612330561,757507.2406207037
