year,tuned_r2,train_sharpe,test_total,test_ann,test_sharpe,test_maxdd,test_empty
2020,0.0,-0.10650969928237324,-5.161310377724327,-5.178567606109096,-0.1824176039932974,-27.517928977518107,2.1739130434782608
2021,0.5,0.36961194242500106,25.815031159011493,26.15563848197462,1.4025226165293416,-11.736452259201592,2.127659574468085
2022,0.5,1.0608037608865415,18.007283103338633,18.292573961523907,1.058844862523802,-11.860908793560194,2.1645021645021645
2023,0.5,0.9414268532173696,30.511154394461904,31.018963402433265,1.2983581363001415,-12.722593968016266,2.1551724137931036
2024,0.5,1.093609384746704,1.3794246919418995,1.3841943621996977,-1.5094936153961436,-0.1931916872572795,2.2222222222222223
2025,0.5,1.0095760391266515,0.984909426452063,0.9910443885034814,-3.77709496542568,-0.14880283060180954,2.1645021645021645
2026,0.5,0.9201234113221057,0.40743426677982697,0.677342862672714,-5.797126323600733,-0.12384590211861358,3.4246575342465753
