trade_date,nav_gross,nav_net,nav_hold
20240918,939849.1190363574,891597.3785359183,2009187.804290729
20240919,939849.1190363574,891597.3785359183,2017413.7523123904
20240920,939849.1190363574,891597.3785359183,2035922.1353611278
20240923,939849.1190363574,891597.3785359183,2064712.9534369418
20240924,939849.1190363574,891597.3785359183,2132577.024615646
20240925,939849.1190363574,891597.3785359183,2159311.3556860443
20240926,939849.1190363574,891597.3785359183,2292983.011038038
20240927,939849.1190363574,891597.3785359183,2348508.1601842507
20240930,939849.1190363574,891597.3785359183,2510970.6336120577
20241008,939849.1190363574,891597.3785359183,2648755.2629748816
20241009,939849.1190363574,891597.3785359183,2401976.8223250476
20241010,939849.1190363574,891597.3785359183,2517557.4110638765
20241011,939849.1190363574,891597.3785359183,2462919.270256147
20241014,939849.1190363574,891597.3785359183,2525963.2788804504
20241015,939849.1190363574,891597.3785359183,2500745.675430729
20241016,939849.1190363574,891597.3785359183,2534369.146697025
20241017,939849.1190363574,891597.3785359183,2511253.0102014462
20241018,939849.1190363574,891597.3785359183,2530166.2127887374
20241021,939849.1190363574,891597.3785359183,2481832.472843438
20241022,939849.1190363574,891597.3785359183,2477629.5389351505
20241023,939849.1190363574,891597.3785359183,2492339.8076141546
20241024,939849.1190363574,891597.3785359183,2469223.6711185765
20241025,939849.1190363574,891597.3785359183,2460817.803302003
20241028,939849.1190363574,891597.3785359183,2446107.534622999
20241029,939849.1190363574,891597.3785359183,2425092.8650815636
20241030,939849.1190363574,891597.3785359183,2378860.592090408
20241031,939849.1190363574,891597.3785359183,2391469.3938152688
20241101,939849.1190363574,891597.3785359183,2401976.728585986
20241104,939849.1190363574,891597.3785359183,2408281.129448416
20241105,939849.1190363574,891597.3785359183,2448209.001577142
20241106,939849.1190363574,891597.3785359183,2427194.332035708
20241107,939849.1190363574,891597.3785359183,2502847.1423848723
20241108,939849.1190363574,891597.3785359183,2462919.270256147
20241111,939849.1190363574,891597.3785359183,2437701.6668064245
20241112,939849.1190363574,891597.3785359183,2425092.8650815636
20241113,939849.1190363574,891597.3785359183,2439803.133760568
20241114,939849.1190363574,891597.3785359183,2425092.8650815636
20241115,939849.1190363574,891597.3785359183,2404078.195540129
20241118,939849.1190363574,891597.3785359183,2469223.6711185765
20241119,939849.1190363574,891597.3785359183,2454513.4024395724
20241120,939849.1190363574,891597.3785359183,2446107.534622999
20241121,939849.1190363574,891597.3785359183,2435600.1998522813
20241122,939849.1190363574,891597.3785359183,2370454.724273834
20241125,939849.1190363574,891597.3785359183,2349440.054732399
20241126,939849.1190363574,891597.3785359183,2368353.25731969
20241127,939849.1190363574,891597.3785359183,2393570.860769412
20241128,939849.1190363574,891597.3785359183,2383063.525998695
20241129,939849.1190363574,891597.3785359183,2391469.3938152688
20241202,939849.1190363574,891597.3785359183,2393570.860769412
20241203,939849.1190363574,891597.3785359183,2414585.530310847
20241204,939849.1190363574,891597.3785359183,2408281.129448416
20241205,939849.1190363574,891597.3785359183,2404078.195540129
20241206,939849.1190363574,891597.3785359183,2450310.468531286
20241209,939849.1190363574,891597.3785359183,2452411.935485429
20241210,939849.1190363574,891597.3785359183,2477629.5389351505
20241211,939849.1190363574,891597.3785359183,2465020.73721029
20241212,939849.1190363574,891597.3785359183,2490238.3406600114
20241213,939849.1190363574,891597.3785359183,2429295.798989851
20241216,939849.1190363574,891597.3785359183,2431397.2659439943
20241217,939849.1190363574,891597.3785359183,2422991.3981274203
20241218,939849.1190363574,891597.3785359183,2448209.001577142
20241219,939849.1190363574,891597.3785359183,2435600.1998522813
20241220,939849.1190363574,891597.3785359183,2441904.600714712
20241223,939849.1190363574,891597.3785359183,2465020.73721029
20241224,939849.1190363574,891597.3785359183,2492339.8076141546
20241225,939849.1190363574,891597.3785359183,2504948.6093390156
20241226,939849.1190363574,891597.3785359183,2492339.8076141546
20241227,939849.1190363574,891597.3785359183,2486035.406751725
20241230,939849.1190363574,891597.3785359183,2511253.0102014462
20241231,939849.1190363574,891597.3785359183,2458716.3363478594
20250102,939849.1190363574,891597.3785359183,2401976.728585986
20250103,939849.1190363574,891597.3785359183,2391469.3938152688
20250106,939849.1190363574,891597.3785359183,2404078.195540129
20250107,939849.1190363574,891597.3785359183,2418788.464219134
20250108,939849.1190363574,891597.3785359183,2416686.99726499
20250109,939849.1190363574,891597.3785359183,2395672.3277235553
20250110,939849.1190363574,891597.3785359183,2374657.658182121
20250113,939849.1190363574,891597.3785359183,2353642.9886406856
20250114,939849.1190363574,891597.3785359183,2391469.3938152688
20250115,939849.1190363574,891597.3785359183,2412484.063356703
20250116,939849.1190363574,891597.3785359183,2431397.2659439943
20250117,939849.1190363574,891597.3785359183,2406179.662494273
20250120,939849.1190363574,891597.3785359183,2399875.2616318422
20250121,939849.1190363574,891597.3785359183,2380962.059044551
20250122,939849.1190363574,891597.3785359183,2330526.852145108
20250123,939849.1190363574,891597.3785359183,2378860.592090408
20250124,939849.1190363574,891597.3785359183,2383063.525998695
20250127,939849.1190363574,891597.3785359183,2410382.59640256
20250205,939849.1190363574,891597.3785359183,2389367.9268611246
20250206,939849.1190363574,891597.3785359183,2387266.4599069813
20250207,939849.1190363574,891597.3785359183,2391469.3938152688
20250210,939849.1190363574,891597.3785359183,2401976.728585986
20250211,939849.1190363574,891597.3785359183,2399875.2616318422
20250212,939849.1190363574,891597.3785359183,2399875.2616318422
20250213,939849.1190363574,891597.3785359183,2416686.99726499
20250214,939849.1190363574,891597.3785359183,2427194.332035708
20250217,939849.1190363574,891597.3785359183,2475528.0719810072
20250218,939849.1190363574,891597.3785359183,2481832.472843438
20250219,939849.1190363574,891597.3785359183,2460817.803302003
20250220,939849.1190363574,891597.3785359183,2450310.468531286
20250221,939849.1190363574,891597.3785359183,2446107.534622999
20250224,939849.1190363574,891597.3785359183,2435600.1998522813
20250225,939849.1190363574,891597.3785359183,2410382.59640256
20250226,939849.1190363574,891597.3785359183,2420889.9311732766
20250227,939849.1190363574,891597.3785359183,2441904.600714712
20250228,939849.1190363574,891597.3785359183,2422991.3981274203
20250303,939849.1190363574,891597.3785359183,2418788.464219134
20250304,939849.1190363574,891597.3785359183,2418788.464219134
20250305,939849.1190363574,891597.3785359183,2450310.468531286
20250306,939849.1190363574,891597.3785359183,2444006.067668855
20250307,939849.1190363574,891597.3785359183,2452411.935485429
20250310,939849.1190363574,891597.3785359183,2435600.1998522813
20250311,939849.1190363574,891597.3785359183,2439803.133760568
20250312,939849.1190363574,891597.3785359183,2490238.3406600114
20250313,939849.1190363574,891597.3785359183,2488136.873705868
20250314,939849.1190363574,891597.3785359183,2515455.944109733
20250317,939849.1190363574,891597.3785359183,2416686.99726499
20250318,939849.1190363574,891597.3785359183,2414585.530310847
20250319,939849.1190363574,891597.3785359183,2420889.9311732766
20250320,939849.1190363574,891597.3785359183,2414585.530310847
20250321,939849.1190363574,891597.3785359183,2399875.2616318422
20250324,939849.1190363574,891597.3785359183,2391469.3938152688
20250325,939849.1190363574,891597.3785359183,2401976.728585986
20250326,939849.1190363574,891597.3785359183,2391469.3938152688
20250327,939849.1190363574,891597.3785359183,2393570.860769412
20250328,939849.1190363574,891597.3785359183,2385164.992952838
20250331,939849.1190363574,891597.3785359183,2366251.790365547
20250401,939849.1190363574,891597.3785359183,2368353.25731969
20250402,939849.1190363574,891597.3785359183,2389367.9268611246
20250403,939849.1190363574,891597.3785359183,2383063.525998695
20250407,939849.1190363574,891597.3785359183,2248569.6409335122
20250408,939849.1190363574,891597.3785359183,2273787.244383234
20250409,939849.1190363574,891597.3785359183,2269584.310474947
20250410,939849.1190363574,891597.3785359183,2290598.980016382
20250411,939849.1190363574,891597.3785359183,2288497.5130622387
20250414,939849.1190363574,891597.3785359183,2296903.380878812
20250415,939849.1190363574,891597.3785359183,2301106.314787099
20250416,939849.1190363574,891597.3785359183,2311613.649557817
20250417,939849.1190363574,891597.3785359183,2324222.4512826777
20250418,939849.1190363574,891597.3785359183,2349440.054732399
20250421,939849.1190363574,891597.3785359183,2315816.5834661033
20250422,939849.1190363574,891597.3785359183,2320019.5173743903
20250423,939849.1190363574,891597.3785359183,2313715.11651196
20250424,939849.1190363574,891597.3785359183,2317918.0504202466
20250425,939849.1190363574,891597.3785359183,2313715.11651196
20250428,939849.1190363574,891597.3785359183,2311613.649557817
20250429,939849.1190363574,891597.3785359183,2307410.71564953
20250430,939849.1190363574,891597.3785359183,2292700.446970525
20250506,939849.1190363574,891597.3785359183,2303207.781741243
20250507,939849.1190363574,891597.3785359183,2317918.0504202466
20250508,939849.1190363574,891597.3785359183,2328425.385190964
20250509,939849.1190363574,891597.3785359183,2343135.653869969
20250512,939849.1190363574,891597.3785359183,2345237.120824112
20250513,939849.1190363574,891597.3785359183,2372556.191227977
20250514,939849.1190363574,891597.3785359183,2401976.728585986
20250515,939849.1190363574,891597.3785359183,2393570.860769412
20250516,939849.1190363574,891597.3785359183,2391469.3938152688
20250519,939849.1190363574,891597.3785359183,2389367.9268611246
20250520,939849.1190363574,891597.3785359183,2393570.860769412
20250521,939849.1190363574,891597.3785359183,2412484.063356703
20250522,939849.1190363574,891597.3785359183,2427194.332035708
20250523,939849.1190363574,891597.3785359183,2408281.129448416
20250526,939849.1190363574,891597.3785359183,2399875.2616318422
20250527,939849.1190363574,891597.3785359183,2414585.530310847
20250528,939849.1190363574,891597.3785359183,2422991.3981274203
20250529,939849.1190363574,891597.3785359183,2408281.129448416
20250530,939849.1190363574,891597.3785359183,2429295.798989851
20250603,939849.1190363574,891597.3785359183,2481832.472843438
20250604,939849.1190363574,891597.3785359183,2488136.873705868
20250605,939849.1190363574,891597.3785359183,2452411.935485429
20250606,939849.1190363574,891597.3785359183,2458716.3363478594
20250609,938246.6482451616,888921.3140173954,2460817.803302003
20250610,946259.0022011409,896512.4439406866,2481832.472843438
20250611,949463.9437835325,899548.895910003,2490238.3406600114
20250612,965164.5430018271,914424.0860469361,2531417.6128174467
20250613,956901.14794188,906595.1127074932,2509744.516817298
20250616,974254.2775677688,923035.9567203233,2555258.018417611
