date,strat_nav,bench_nav
20160908,1.036488136991496,0.8865926424787791
20160909,1.0286339832256313,0.8814251207182093
20160912,1.0058735598990285,0.8595889933337683
20160913,1.016170536666507,0.8636355895938513
20160914,1.0095168922232305,0.8583769839138095
20160919,1.0238898122481057,0.8671782216876088
20160920,1.0231655811830707,0.8666409782258445
20160921,1.0259030731456154,0.8681337205587133
20160922,1.0321408104582395,0.87345971847075
20160923,1.0292127986051764,0.8704899982777904
20160926,1.0047548468434189,0.8527278981762401
20160927,1.00893760719797,0.8580767636805541
20160928,1.0043049167437892,0.8560095241303342
20160929,1.010040936682778,0.8596608455727088
20160930,1.0136330105330058,0.8635956915415487
20161010,1.0385480752399059,0.8788226973484079
20161011,1.0423493160530037,0.8849735238807249
20161012,1.0422660133765473,0.8846562384684397
20161013,1.0415373089731477,0.8854372767214487
20161014,1.040146996261372,0.8851054994984767
20161017,1.0279753877438769,0.87769539163777
20161018,1.0447842956380733,0.8901699581404704
20161019,1.041238305321169,0.8901781527956355
20161020,1.042992276629812,0.8917246518474823
20161021,1.050976377439089,0.8899668805736672
20161024,1.0635657152982603,0.8996069522137127
20161025,1.061748437381203,0.9031244134361094
20161026,1.0553196028771084,0.8997252895569264
20161027,1.0529263531902324,0.8984247626240297
20161028,1.0461044676536002,0.8916268897420737
20161031,1.0429110476690264,0.8906244567787671
20161101,1.0536312012530886,0.8991353220429132
20161102,1.0514402544655677,0.8935806028687271
20161103,1.0556319043169107,0.8997011964213417
20161104,1.0540208642607858,0.8980019182935044
20161107,1.0564888048320322,0.9004494189200843
20161108,1.0612428015252429,0.9051968090866482
20161109,1.0606772490590393,0.8996747480932032
20161110,1.0734769412167176,0.9114537453318109
20161111,1.0846763599678646,0.9173525867040233
20161114,1.0825035589963923,0.9210702468455302
20161115,1.0823765308327302,0.9232585778739606
20161116,1.079715320326428,0.9229693697050949
20161117,1.0760419835681323,0.92252149084664
20161118,1.070515435277431,0.9185581942685611
20161121,1.0741396207126919,0.9221177056153386
20161122,1.0862240987508829,0.9305600958918449
20161123,1.0776957025019813,0.9273307466682496
20161124,1.0724009706186945,0.925837605354094
20161125,1.073502000291004,0.9300825215318435
20161128,1.079615589065415,0.9322850656983834
20161129,1.0709750372238136,0.9281088235933798
20161130,1.0560514885913241,0.9230223201733262
20161201,1.0593088996180087,0.9299910760637019
20161202,1.046310904936021,0.9169225302602781
20161205,1.0193697479694905,0.9085234518422559
20161206,1.0240138019892364,0.9093081697478125
20161207,1.0333479438073554,0.9187077425446509
20161208,1.0298454900876757,0.9147746351487795
20161209,1.034675670754558,0.9145623087807727
20161212,0.9910674755802972,0.8786296203577358
20161213,0.9945109164899125,0.8829750659553454
20161214,0.9895560592780513,0.8772735309851912
20161215,0.9975122770927193,0.8804640422296444
20161216,1.0081902542365693,0.8864062001669563
20161219,1.0114362247599107,0.8850421447212311
20161220,1.0067102895513345,0.8820156709099439
20161221,1.0166296081084907,0.8899324395587672
20161222,1.0152788242701785,0.8897253046519982
20161223,1.0037040594462137,0.8799735699249085
20161226,1.007365356808117,0.8832347289728051
20161227,1.0072941795946586,0.8838255415694103
20161228,1.0022068306744287,0.8809674735564179
20161229,0.9996692845977275,0.8792039761930712
20161230,1.0009668839513797,0.8807426286236806
20170103,1.0092712386750835,0.890089694405784
20170104,1.022298946824713,0.89947174635436
20170105,1.0227529540168745,0.9005236097655334
20170106,1.0169789473792188,0.8961148706365262
20170109,1.0244702405842758,0.9006846824991661
20170110,1.0200172318432004,0.8974676361786191
20170111,1.0095666452331507,0.8885385032514269
20170112,0.9982808951541855,0.8809530510956418
20170113,0.9856012363058997,0.8710628403117909
20170116,0.9615129193849028,0.850307665701713
20170117,0.9695890281957774,0.85733178165845
20170118,0.9686592655869058,0.8572363027080254
20170119,0.9648661760979256,0.8537859582794551
20170120,0.9761141112289734,0.8644711370412536
20170123,0.9879463813060557,0.8709158920876361
20170124,0.9868553984370384,0.869392504827149
20170125,0.9893068237035488,0.8716991653359093
20170126,1.0004542571222588,0.8765659754475915
20170203,0.9942219451133556,0.8729765947895683
20170206,1.0019085837668447,0.8798027596009459
20170207,1.0055278000283325,0.8797815604369447
20170208,1.011852137481381,0.8854191372071116
20170209,1.0182396156422244,0.8914870257797926
20170210,1.018926262404302,0.893350187241174
20170213,1.0259353452097668,0.8989498251010389
20170214,1.02889698320484,0.8992039312936119
20170215,1.0180195120253266,0.8920512562126978
20170216,1.0249686826542632,0.8987379732092088
20170217,1.0180905622220986,0.8918721868132903
20170220,1.031125207943628,0.9016600777723462
20170221,1.0339041494934402,0.9076178190713319
20170222,1.0346271144877581,0.9115988846342549
20170223,1.0276802914000334,0.9088825843903376
20170224,1.0323723052632132,0.9103639009895509
20170227,1.0228368998820998,0.9040385416714865
20170228,1.0259406567497935,0.9077607047044216
20170301,1.0262708775509166,0.9105788407608862
20170302,1.0186777756223584,0.9050159804628481
20170303,1.0209072678178042,0.9051746364535378
20170306,1.0265986869180699,0.9139307992174338
20170307,1.028297523475672,0.9158609632753612
20170308,1.024474460882161,0.9138932581827949
20170309,1.0172854120620591,0.9072561922350867
20170310,1.0180622830505972,0.9075353917119736
20170313,1.024891382639011,0.9143282350009134
20170314,1.0253516619914012,0.9131789795350137
20170315,1.0247959279196577,0.9139590820448872
20170316,1.0311340022084605,0.9218295886807046
20170317,1.022396346096042,0.9141277022519279
20170320,1.0281640304407413,0.9178306644292962
20170321,1.040306830056855,0.9218159642009741
20170322,1.040592087037802,0.9188645138607386
20170323,1.0415752333909856,0.9198587969797992
20170324,1.0544689708891177,0.9246379265030142
20170327,1.0450512313820668,0.921674673188458
20170328,1.0430198490385687,0.9184353581317356
20170329,1.0383612799550392,0.9141415128350858
20170330,1.0160362087468553,0.8996515502528663
20170331,1.006981431725684,0.9027602472010925
20170405,1.040148523207153,0.9197760664344772
20170406,1.0573156496033342,0.923550172834414
20170407,1.0571240089961254,0.9259372521469839
20170410,1.0628061886886144,0.9218003018004115
20170411,1.0818265628416168,0.9288923992624456
20170412,1.066393293160604,0.9225912271341924
20170413,1.0669274256054495,0.9263782418279363
20170414,1.0531642673593842,0.9152886691525968
20170417,1.033961577881136,0.9052285569020272
20170418,1.0197818055962526,0.8977667214012758
20170419,1.0113698798308097,0.8889457212996088
20170420,1.002894982581157,0.8871826970667939
20170421,0.9966339768435551,0.8832378697018147
20170424,0.973093771536341,0.8632840263329314
20170425,0.9763165163269695,0.8666745434841585
20170426,0.9867419422220755,0.8693071720935465
20170427,0.9847987057549963,0.8717729549826262
20170428,0.9983859950111467,0.8748866729294192
20170502,0.9983859950111467,0.8751698447085617
20170503,0.9983859950111467,0.8718714076446048
20170504,0.9983859950111467,0.8691957735514793
20170505,0.9983859950111467,0.858896499683857
20170508,0.9983859950111467,0.8435406653307912
20170509,0.9983859950111467,0.846400469323995
20170510,0.9983859950111467,0.8328101072141505
20170511,0.9983859950111467,0.8319307023471887
20170512,0.9983859950111467,0.8333638818128413
20170515,0.9983859950111467,0.8364553556245927
20170516,1.018497925832513,0.8509621350445753
20170517,1.0179258000457094,0.8519151020382888
20170518,1.0121544795050557,0.8464587973444999
20170519,1.0102668769873564,0.846921700846485
20170522,0.9975093072642516,0.8372245839636137
20170523,0.9769439377661007,0.8221696297199573
20170524,0.9830661885856941,0.8251120740977538
20170525,0.9862734668091797,0.8332850459878626
20170526,0.982896668768457,0.8325335871393248
20170531,0.9811231708510526,0.8322328742902465
20170601,0.9749139823263971,0.8182776027540428
20170602,0.9781247025049635,0.8235185318791133
20170605,0.9742764629598842,0.8269713774393118
20170606,0.9774369422006809,0.8314109929909901
20170607,0.992056962402042,0.8463184805215177
20170608,0.9932667613149352,0.8484034609068071
20170609,0.9980513614969128,0.8503339000484271
20170612,0.9907453149113923,0.8423799392968195
20170613,0.9932420187741239,0.8507618043685364
20170614,0.9802929203193367,0.8466667221504902
20170615,0.9860359392286034,0.85217467220112
20170616,0.9809949125384057,0.8506577649728413
20170619,0.9868621116774806,0.8575962815495387
20170620,0.9880870952397022,0.8571433065712087
20170621,0.9934406764058337,0.8611558576313548
20170622,0.980707134860296,0.8509192746596899
20170623,0.9848769038837414,0.8535313827545857
20170626,1.0003688352395272,0.8644371751940301
20170627,1.0016366431491959,0.8664020546434904
20170628,0.9951027240515483,0.8610733455195005
20170629,1.0019654680757568,0.8652390152268322
20170630,1.0009446836754643,0.8667138222119259
20170703,1.0057451787739173,0.870975288143568
20170704,1.0026854627746002,0.8670189716607434
20170705,1.010877105778611,0.8738161640897123
20170706,1.01049894628743,0.8745566137576571
20170707,1.0089685219333036,0.8766775931848816
20170710,1.0040708667979614,0.8743903783851034
20170711,1.0004630287866643,0.8680057052023459
20170712,1.001956183256888,0.8661864531886295
20170713,1.0017438251205126,0.8686803090171302
20170714,1.0002018545222258,0.8660591667848402
20170717,0.9669980969170981,0.834080234374535
20170718,0.9790345687685977,0.8408649249828958
20170719,1.0078685830059537,0.8541891600678261
20170720,1.0143808328841408,0.8588055051141757
20170721,1.0157884929643135,0.8587879494391831
20170724,1.0185979414591968,0.86290013922786
20170725,1.0165780384892402,0.8599299993030568
20170726,1.0224577012882363,0.8586598512856707
20170727,1.0181506869036614,0.8643012721185076
20170728,1.027497332801392,0.8657773048116535
20170731,1.0463034756631284,0.8729868844595222
20170801,1.0465499750585938,0.8748866987869204
20170802,1.0430353732295068,0.8699349238764128
20170803,1.0468740105957508,0.8704761231148034
20170804,1.0387875229806625,0.8674384322256995
20170807,1.051180412193282,0.8747443927855277
20170808,1.0542000560331144,0.8767081459077738
20170809,1.0628354735031773,0.8804967008308292
20170810,1.0503732652170203,0.8739227435760446
20170811,1.0238830782447617,0.8584025509276307
20170814,1.0432635890318478,0.8727399083064021
20170815,1.0434153106092257,0.8747196758497893
20170816,1.0393931115136084,0.8765616820396874
20170817,1.0496803041535891,0.8833648996759711
20170818,1.0410928215022497,0.8822238873133164
20170821,1.05246506254502,0.8892366976991533
20170822,1.0528752804407404,0.8863338773180891
20170823,1.0418686212549266,0.8823148415145748
20170824,1.0337212235779936,0.8775459253293434
20170825,1.051925963771335,0.887550885488143
20170828,1.0626696281768762,0.8968051058984149
20170829,1.0606171563932445,0.8954311118724473
20170830,1.0616996319093868,0.8987411049502562
20170831,1.0623116322606474,0.9000076415056578
20170901,1.0714305472479597,0.9058021864037556
20170904,1.0869134557474012,0.9110612960436784
20170905,1.0911437038192016,0.9108795807846949
20170906,1.0943586027296395,0.9129575182141041
20170907,1.0848114667515862,0.9082679378267541
20170908,1.0834827020642348,0.9093103188367406
20170911,1.097703856423923,0.9148899952440754
20170912,1.0990228079473972,0.9138423254066049
20170913,1.1000687330145837,0.9179184193529052
20170914,1.0953013299166976,0.9166811930532126
20170915,1.0870854876493476,0.9130136221357291
20170918,1.0978470646023433,0.9175088224949378
20170919,1.0907715749022306,0.9139894292527309
20170920,1.1018051707769134,0.919894068384556
20170921,1.0945585702903164,0.9127180934772653
20170922,1.0929365033836795,0.9098026331053023
20170925,1.0780823903027437,0.9006564673724151
20170926,1.0812493896923898,0.9026465046740536
20170927,1.092809079974821,0.9079692202433689
20170928,1.0955783640445238,0.9054341409042498
20170929,1.1029262791930425,0.9109749344367476
20171009,1.1224052271287077,0.9204289576436168
20171010,1.1237553585988833,0.9243230608182607
20171011,1.1176709654202845,0.9234683188036903
20171012,1.1147879128858669,0.9228466473315603
20171013,1.1168037880633677,0.9294211122203955
20171016,1.101779603701037,0.9191157957853127
20171017,1.1029808494630196,0.9184981273934905
20171018,1.1123136653063614,0.9149498972804793
20171019,1.1200319702821964,0.906878183191665
20171020,1.1188943607195925,0.9142991667113488
20171023,1.125415892803259,0.9179938405399661
20171024,1.1256639108493278,0.9177667804950265
20171025,1.1325151839310357,0.9230012222840261
20171026,1.1323508456656817,0.9270715596640177
20171027,1.1291660471159364,0.9245063109141375
20171030,1.11621287118485,0.9099429683600506
20171031,1.1235072684916338,0.9150842907042469
20171101,1.122340999600067,0.9145811340756974
20171102,1.1121511069973744,0.9082605146524424
20171103,1.1106550532788917,0.9023896779552817
20171106,1.1332675358128892,0.9112434653675603
20171107,1.1374308470935255,0.9177806406561193
20171108,1.134303851266813,0.9187447889081561
20171109,1.1529037823621207,0.9244445478798845
20171110,1.165207280027871,0.9270711748486924
20171113,1.1745222612237416,0.9295524109540125
20171114,1.159850339722234,0.9241013138099553
20171115,1.147905675204926,0.9160814489069995
20171116,1.1547065733097264,0.9166467788235654
20171117,1.1161670190702062,0.8971375772088397
20171120,1.1379654018117822,0.9018122974883147
20171121,1.146255332517092,0.9066098438642255
20171122,1.1421883739091458,0.9075166683472572
20171123,1.1152326538935549,0.8857924060194793
20171124,1.1125223338556276,0.8863252102354132
20171127,1.100126240969113,0.8759984468481081
20171128,1.1089072395128674,0.8864999139792076
20171129,1.107990560852555,0.8887935573269379
20171130,1.1019572215539857,0.8823672859609158
20171201,1.1094430797782835,0.885921862207802
20171204,1.098424931753578,0.8808725328087676
20171205,1.083119822626925,0.8676138021336652
20171206,1.0878307403629053,0.8701906518382367
20171207,1.0794823468855634,0.8648965521919748
20171208,1.0930933605392803,0.8735621395308614
20171211,1.106590720354331,0.8842245472381203
20171212,1.0974603506114282,0.874722269785152
20171213,1.1033016789081362,0.8810807762057369
20171214,1.1008004718050564,0.8807868425492722
20171215,1.0922854313029926,0.8750796548691872
20171218,1.084421732453074,0.8734077320206427
20171219,1.093978885269266,0.880386149766158
20171220,1.0819456250300397,0.8749256030966673
20171221,1.0892556915877574,0.8793151595026698
20171222,1.0834714705042723,0.8787697436368226
20171225,1.0655721650181693,0.8705012359133392
20171226,1.076677024651665,0.8751148373562962
20171227,1.0649760700326152,0.8694152550628649
20171228,1.0656165701731446,0.8742651906909226
20171229,1.0755513580384268,0.8793082300134133
20180102,1.0863843900264303,0.8905441736407592
20180103,1.09899404085064,0.8983195951750758
20180104,1.099805852851307,0.902325219849607
20180105,1.1104915487673996,0.9024925678534182
20180108,1.1235795149443173,0.9073266216823611
20180109,1.1210104475688853,0.9076308929897127
20180110,1.1205634983195174,0.904770601008956
20180111,1.1178155011056623,0.9053182987464752
20180112,1.1188985750165439,0.9041885175027978
20180115,1.1138539880315266,0.8889726055902154
20180116,1.1327099706946258,0.8959385981242723
20180117,1.120691514978261,0.8930549363790211
20180118,1.125693841772366,0.8961237514642973
20180119,1.1198119429791427,0.8958685306509111
20180122,1.1257335641941484,0.9059535897067474
20180123,1.1355071973593278,0.9093323358058926
20180124,1.1377596713728533,0.9130771358939895
20180125,1.1326571378916404,0.9124064573684056
20180126,1.1376632338117936,0.9127669051799546
20180129,1.1265686329100906,0.9023552394377394
20180130,1.1135622313880016,0.8974349829785527
20180131,1.1051269255324936,0.8862859709879041
20180201,1.0795427824732973,0.8623869963600369
20180202,1.0781161095921827,0.8655768446508895
20180205,1.0885969770832458,0.8636668765931449
20180206,1.0494990348394397,0.8258827696025838
20180207,1.0259970247824743,0.8201919430288205
20180208,1.0145411847142705,0.8236082000973942
20180209,0.9736223370136426,0.7930115189121065
20180212,0.9846653272854407,0.8091322285698527
20180213,0.9936523975489702,0.8141668741677921
20180214,0.9950858942064257,0.8189425064713987
20180222,1.0139413606590257,0.8351838186353742
20180223,1.0139413606590257,0.8391694734605855
20180226,1.0139413606590257,0.8538608199894968
20180227,1.0139413606590257,0.848999722031363
20180228,1.0139413606590257,0.8480689358932747
20180301,1.0139413606590257,0.8555921002150615
20180302,1.0139413606590257,0.8505196856081239
20180305,1.0139413606590257,0.851727922106187
20180306,1.0139413606590257,0.8617329549639283
20180307,1.0139413606590257,0.8550237450037015
20180308,1.0139413606590257,0.8621812078675491
20180309,1.0186402067047795,0.8712864943373463
20180312,1.0265264604264772,0.8807223754004544
20180313,1.0153661338999727,0.8751908919655983
20180314,1.007478097475338,0.8697480925449181
20180315,1.0052713150099721,0.8688569074723665
20180316,1.0023456641313415,0.8639449832480744
20180319,1.0128350538807096,0.8643039089482937
20180320,1.0181806339530903,0.8654536816862981
20180321,1.0119327936259528,0.8616214007408861
20180322,1.007247354643787,0.8584500385561487
20180323,0.9587043543084796,0.822763329593083
20180326,0.9725741178465934,0.828286264350269
20180327,0.9967323095371856,0.8433923716748755
20180328,0.9844873625858036,0.8337479128958287
20180329,0.9947866406449845,0.8425814290658595
20180330,1.0064896020945342,0.8493614555020068
20180402,1.0131297439976552,0.8502080762462515
20180403,1.0018365786878736,0.8425884538877597
20180404,0.9893781629821453,0.8394246020155371
20180409,0.9909467007485587,0.8399495829403693
20180410,0.9906180082339995,0.8473617051180512
20180411,0.9950680472716601,0.8509641829683661
20180412,0.9910944577308467,0.8448635560039784
20180413,0.9877870198889153,0.842459778218623
20180416,0.9998886280306402,0.835162775233907
20180417,0.9684583988851186,0.818949404894325
20180418,0.9876842263515545,0.8257040188379793
20180419,0.9854431784772761,0.832632958799196
20180420,0.9664466385527962,0.8182617769964937
20180423,0.9588031600726146,0.8135474066591991
20180424,0.9794338456170807,0.8300382257700754
20180425,0.9796180110863948,0.8297943080574974
20180426,0.9497598499697324,0.8143810210835968
20180427,0.9442332986223878,0.815572328550121
20180502,0.9455243368785382,0.8151971151448162
20180503,0.9629789343189653,0.8219965503269189
20180504,0.9536807737724419,0.8199598758489804
20180507,0.9676599761881013,0.8333666568835483
20180508,0.9816828593410271,0.8393678932274975
20180509,0.9782589800267126,0.8390053519157656
20180510,0.9856291643375349,0.84287298790468
20180511,0.973522545829061,0.836866430216021
20180514,0.9722142700179577,0.8365250211954637
20180515,0.9853098406383384,0.842689601649755
20180516,0.9836632828080094,0.8390595401634093
20180517,0.977049688827524,0.8353620880509235
20180518,0.9816119757423343,0.8417593431081286
20180521,0.9903899321934164,0.8490505588837507
20180522,0.9979722764377396,0.8502427440346196
20180523,0.991230569030858,0.8390841691872785
20180524,0.9879731870698149,0.8359793254718054
20180525,0.9818325145348781,0.8299296148961159
20180528,0.9784362372769589,0.8267101342146227
20180529,0.9636624128172703,0.8212960833337962
20180530,0.9374847795305976,0.7991319581292587
20180531,0.9548237171688796,0.8139302525335675
20180601,0.9388575843240401,0.8075170135863339
20180604,0.9393098288668948,0.8093659046999292
20180605,0.9554537882054158,0.8184100969439199
20180606,0.9579627584717595,0.8186229940902899
20180607,0.949458815900372,0.8144889438833947
20180608,0.9427492964499015,0.8042251927959371
20180611,0.9430870203214146,0.7998062449539483
20180612,0.955685898228677,0.8080396456981834
20180613,0.9446784175083562,0.7971503660393865
20180614,0.9357319168808413,0.793683411942633
20180615,0.9257423213461844,0.7817999255403721
20180619,0.8835222404839737,0.7404066485134442
20180620,0.8877814189878908,0.7458757944993435
20180621,0.8751278920034041,0.7329780391534345
20180622,0.8833752967931123,0.7405144676137329
20180625,0.8746666080325556,0.73487748438418
20180626,0.8701257440992867,0.7353803865137841
20180627,0.854669876247652,0.727125885301375
20180628,0.8445683404836859,0.7194226554800635
20180629,0.8673607561219346,0.7385271533911537
20180702,0.8538686326282112,0.7238848456156737
20180703,0.8556421223509229,0.7285795785042555
20180704,0.847375756724666,0.7181680139957416
20180705,0.8253164551172543,0.7043150863314687
20180706,0.8253164551172543,0.7067384494089763
20180709,0.8253164551172543,0.7226931953543411
20180710,0.8253164551172543,0.727144570741478
20180711,0.8253164551172543,0.7127760077737322
20180712,0.8253164551172543,0.7296496626990442
20180713,0.8253164551172543,0.7321832198272896
20180716,0.8253164551172543,0.7315804097880791
20180717,0.8253164551172543,0.7306874197384227
20180718,0.8253164551172543,0.7271010296726627
20180719,0.8253164551172543,0.7235589751491509
20180720,0.8311400649350786,0.7318547012500273
20180723,0.8341044996188685,0.7400115426003041
20180724,0.8539249262498311,0.7534936778055864
20180725,0.8545358797099195,0.7539487980203589
20180726,0.845853933041699,0.7491241501439752
20180727,0.8411837217886745,0.7460561801683757
20180730,0.8298302932674754,0.7399670229477263
20180731,0.8277858746326376,0.7401582057929698
20180801,0.8156063794952741,0.7277847927770932
20180802,0.8050583243635473,0.7112550569047728
20180803,0.7824673911312867,0.7018376898625025
20180806,0.771983992608021,0.6891375167519503
20180807,0.7987133480531593,0.7075574918470332
20180808,0.7894436037088245,0.6968679387960465
20180809,0.8028576147020847,0.7116927482682155
20180810,0.8086018702852866,0.7146292214588337
20180813,0.8093001957283557,0.715885283692262
20180814,0.80829600986703,0.7141650193907534
20180815,0.7888721919062653,0.6991201416617152
20180816,0.77921758214287,0.6923190101781954
20180817,0.7635985445123715,0.6811342659072308
