rand10_oos,rand4_oos
0.05469773964156066,0.18987129494913546
0.4086418122046549,0.12303472741629062
0.41244518769369654,0.44440584508070025
-0.016555529805288627,0.5111493058708545
0.2212843275282168,0.20402401956688943
0.046665680168244794,0.0932815260783586
0.46199670838016904,0.13485616812164958
0.018870536324059328,0.9414467482855633
0.3661956921663223,-0.08245079132833844
0.08206258722452642,0.9773379094681749
-0.03704615338921091,0.11022663011913991
-0.10310779516688362,-0.06454442574279617
0.5155285966000842,0.35483852610490274
-0.08998508079253775,0.06220145933011856
-0.08182964823102945,0.6036341202227731
-0.05407318362496827,0.38296643487728965
0.04084921787631224,-0.11987404570295224
0.32930730210574777,0.10970835643751164
-0.1158033520835916,0.10220828555486916
0.015802340182649033,0.056871391461722265
0.02840211232897527,0.3664678227721545
-0.16692752100998032,0.45265476671692517
-0.1331616971505467,0.09384340173406391
0.19606483583004208,0.2613968711202481
-0.029000968938781124,0.08682040412977443
0.14473308010441244,0.30145032349351775
-0.02193643063294659,0.30737126128188863
0.15339403560298281,0.08145081272494248
0.01454722399372943,0.27408585191180324
-0.09151437530962514,0.34883787991479154
-0.1258987410108543,0.18254909122863894
0.18236660228835944,0.6077138656489354
0.0030354129868608304,0.254352421790067
0.19723490940639787,0.22844199349893102
0.09587287492174257,0.028109530633840585
0.5717653258751003,0.1925006799277713
0.138529440679251,0.0825959122304396
0.024048891710780618,0.11511855714024954
-0.012754027214835983,0.24576045426973536
-0.03538645044085109,-0.3431250970104526
0.05796485804021834,0.7628215187341563
0.07628852829332455,0.4900240628461372
0.19552229860909498,0.2289917555612062
0.24654144125132582,0.3516952880457602
-0.053379785587622464,-0.05033115948251943
-0.0003759112863304104,0.09865856742019186
0.15686633975450914,0.1249193318152686
-0.055788613658657726,0.3399519026255695
0.015782663507747152,0.2811637661152606
0.30687739294280836,0.2782030892622367
0.2997365446133873,-0.15652701430916405
-0.04593673913948226,0.0028909088268858074
0.11910604172308137,0.7911531084118906
0.1796644534791838,0.04237179234882471
0.08516166589379304,0.3810245444633622
-0.15732450739135662,0.3811665556341226
-0.19620525505274145,0.05600765772132266
0.2651552780434103,-0.13871587173352662
-0.22645811031567076,0.5707518647199583
0.4405901925707085,0.7265949213422498
0.22005230416973331,0.20463203035515942
-0.13354706784443415,0.0229425497359097
-0.19789201111531085,0.18370531368446819
-0.19624143611256395,0.2486324267431279
0.23457456264319632,0.3873319290430455
0.004980450779406009,0.20943753539913823
0.2746306804281393,0.3096827764070047
0.003905179036674866,0.21064512337401697
-0.010359879745547196,0.14136907606187576
-0.2676183160479225,0.2974474463485033
0.043253160319272066,0.5699757640698029
-0.1416352832448533,0.236985019582568
0.15654162934887306,-0.018449301371621374
0.016194768813636573,0.141794771486498
-0.12980867426546017,0.32001712418104544
0.28248448018492045,0.25512331482467077
-0.11997680804118571,0.23902058936582593
0.24265674418630478,0.46932453355264725
-0.23648979317383567,0.15761746738984272
-0.04230422187757987,0.11767194450987084
0.052858789779808735,0.3337723841448774
0.03650813339859349,0.08639611644037504
0.10041970279616819,0.1624499467495859
0.053469524517306466,-0.058926411913621135
0.3364175119653656,0.23217324642679382
0.14486638825854592,-0.123851832559988
0.13883974654225728,0.08439035357790137
0.24801650370241224,0.09733150068497642
0.20319970473655014,0.5882833803923897
0.2130015020773024,-0.027247623697960077
0.04629441889574348,0.19824810735121967
0.3096930441547512,-0.03659112865198488
0.4205166809740024,0.3736596834913277
0.03522312595315813,0.21118458719711453
0.3611741098099013,-0.00033541393886693527
-0.023641937380005085,0.20935438928630012
0.120813175882587,0.34576038628072325
0.28900081022343094,0.188639924208722
0.06847801200366543,0.5067927991204793
0.25102146384524326,0.12650270409418862
0.041049628738067945,-0.04045605077219372
-0.1499177321402666,0.4207458567009834
-0.011729244416690765,0.39895024329284623
0.056202849054797444,0.2286643677680189
0.1128655186090397,0.30290856610110684
-0.11627878892211196,0.34729236699036226
0.16868174178135664,-0.10657321652573393
0.2947928876393835,0.6046987622396782
0.2504171552128538,0.2737191372213905
-0.15920028697667676,0.09935675910134179
-0.12480814662639994,0.08109637691233029
-0.1352944321354227,0.2535510747590124
0.31549402262419557,0.08312923674898309
-0.05880366200755993,0.15982293736293918
-0.006316054678761174,0.11973233652622839
-0.087013847282426,0.6711434433287071
0.06390746806787218,0.25068165128313935
-0.11591636706383923,0.37211558964000435
0.07911186631246836,0.19583382799606053
-0.0017157833094330055,0.8668877874450807
-0.0073621234409328995,0.05258091644210583
0.00831689925326562,0.14334625643974985
-0.03379806743233804,-0.04700709643679035
0.05981477755260789,-0.08323604424879871
0.5112203998434597,0.23219821344625302
-0.15675652764613568,0.1453061280819088
0.623334953396214,-0.06775121351950764
0.2569950577453992,0.0934710479605978
0.21388453775832894,0.3518334172869919
0.2513228395134772,1.4467292230908289
-0.024542593188539352,0.2442078804799659
0.031998008423132385,0.10543722129929822
-0.03867094381634717,0.37684709475693956
0.17062244626731782,0.3881126710165905
0.0857065162754902,0.40577376449436797
0.00922913632557587,0.458083515905497
0.07944033271064188,-0.10689873211356327
-0.16061127796800212,-0.05135174695482547
0.19757661491608247,0.06017651234836929
-0.014392569605835459,0.46736852030154985
-0.1844116291956509,0.4076005267208318
-0.15632329752951668,0.23170606843302965
0.1101879335030227,0.06553556361860902
-0.053117290877604084,0.2508241665981419
0.281447594672372,-0.09603656249073655
0.15578673738822335,0.14796314128612797
0.12493103398119954,0.33364048992466033
0.07093193658955044,0.2355697754999173
0.2341707620510911,0.35708894824814896
0.2183655420975159,0.11248096499759175
-0.13779338376631178,0.31770051997484927
0.10730542727112713,0.19105920266749044
0.5347735372234319,0.2752568611818278
0.13215124330754713,0.31496854299838684
0.26930444963258493,0.2111280890763112
0.20547099649164613,0.1650770569259965
0.24835798233287099,0.017564321420799445
-0.3245643719420199,-0.01168356439209206
-0.08835055213443144,0.312710341881302
0.15236836348994554,0.0019784438302028473
-0.12745026229841028,0.15573442964750583
0.09278958111150826,0.09550137327753117
-0.0158445228148133,-0.08817421501162692
0.15600512378373055,0.46247990225756563
0.34984475930262304,0.07612692000581411
-0.06571740766678702,0.5216197893167327
0.03667528219851923,0.22781804886385104
0.27331364713890927,0.09329825508887435
0.04574286641420433,-0.024011579290358798
-0.050427906850510906,0.27167544115223086
-0.01760503373959288,0.06841922860181682
-0.33460449439389794,0.10876697892365317
0.13172024125461124,0.2457343766072133
0.11756200849232434,0.29010568817146387
0.39803872435059806,0.10453495947130653
0.0867554896192595,-0.10507395993914936
0.10626953151484386,-0.08023187774581109
-0.09189633914965134,0.08078545343980159
0.14018972525196371,0.15368046993880258
-0.15441350708202617,0.3519792990419961
-0.03769331352871885,0.005760355167833575
-0.048899964990847034,0.19678835842859077
0.07201392094316095,0.17979732528057624
0.10517806924184603,0.2734311320687297
0.532655242686163,0.5946212415376455
0.020444727884005864,0.35483852610490274
0.32349601033186404,0.18957045388371574
0.5755758554063652,0.31778692859007185
-0.17560361695278626,0.11973850060129076
0.45420788922683064,0.1284189930336952
0.12169884360225813,0.20945355690128964
0.09196808685459423,0.2921438232106499
0.04504956360971768,0.32022256323449083
0.1725890567321373,0.09427485147928416
0.09337297797566779,0.3512300233813994
0.23025171092809504,-0.1921088470146275
0.8281241716867931,0.16497579606902413
0.029192077793736004,0.290208032486291
-0.12478248250347912,0.12294423109943198
-0.06003605926541944,0.22935072324661387
