code,rows,start,end,hold_cagr,hold_mdd,hold_sharpe,swing_cagr,swing_mdd,swing_sharpe,swing_trades,swing_win,swA_cagr,swA_mdd,swA_sharpe,swA_cagr_diff,swA_mdd_diff,swA_tim,swA_hedges,swA_hedge_ok,swA_hedge_ok_ratio,swA_cls,swB_cagr,swB_mdd,swB_sharpe,swB_cagr_diff,swB_mdd_diff,swB_tim,swB_hedges,swB_hedge_ok,swB_hedge_ok_ratio,swB_cls
000609.SZ,3427,20120215,20260821,0.0234638620385883,-0.9499928194824749,0.27157107898918065,-0.10311249797504729,-0.9353778868548983,-0.1484016404684659,20,0.3,-0.10025956527249624,-0.9353778868548983,-0.140097379463587,-0.12372342731108454,0.014614932627576627,0.4502480303472425,20,6,0.3,FAIL,-0.04186241660479528,-0.948947411777644,0.10995049556015554,-0.06532627864338358,0.0010454077048309696,0.8278377589728626,33,12,0.36363636363636365,FAIL
000612.SZ,3258,20120215,20260821,0.035899681390204385,-0.730993669374875,0.26781582608961046,0.0027291539164762124,-0.8044484214889509,0.1218819957997963,18,0.3888888888888889,-0.004685131489942651,-0.804448421488951,0.1005060165216745,-0.040584812880147036,-0.07345475211407604,0.572744014732965,18,7,0.3888888888888889,FAIL,0.021149846241427017,-0.7322456703100084,0.21514417884884143,-0.014749835148777368,-0.001252000935133446,0.830877839165132,27,10,0.37037037037037035,中性
000616.SZ,2504,20120217,20230613,-0.0965942239374239,-0.9543555556988262,-0.06775616728246014,-0.06208995880971513,-0.9126989377577892,-0.1303989393974759,11,0.2727272727272727,-0.04653732353841589,-0.9126989377577891,-0.07003952314012886,0.05005690039900801,0.041656617941037144,0.41573482428115016,11,5,0.45454545454545453,PASS,-0.1302634865073259,-0.9678405423470654,-0.2096978704861005,-0.03366926256990199,-0.013484986648239161,0.8258785942492013,23,7,0.30434782608695654,FAIL
000617.SZ,3414,20120216,20260821,0.008949466300298026,-0.7039797275388229,0.1940573653039413,-0.13447852710880104,-0.9290800599216539,-0.30225381102682924,20,0.1,-0.13056054125302508,-0.9290800599216539,-0.2881898857992798,-0.1395100075533231,-0.225100332382831,0.4718804920913884,20,4,0.2,FAIL,-0.04667585443852362,-0.8318483288071306,0.04462272772763538,-0.05562532073882165,-0.12786860126830768,0.8175161101347393,32,10,0.3125,FAIL
000619.SZ,3478,20120215,20260821,-0.009559674118910011,-0.830558998700003,0.1271302280655586,-0.08996678330115893,-0.9415367323756545,-0.22510192086116773,23,0.21739130434782608,-0.08763538734709653,-0.9415367323756545,-0.2165150245294969,-0.07807571322818652,-0.11097773367565145,0.4252443933294997,23,9,0.391304347826087,FAIL,-0.04762441901010672,-0.8957376982619912,0.007799662290337583,-0.03806474489119671,-0.06517869956198818,0.820299022426682,33,15,0.45454545454545453,FAIL
000620.SZ,3493,20120215,20260821,-0.029398151851862564,-0.9423064102831191,0.1588088159907811,-0.11600514008363805,-0.9272751931436637,-0.24090331775330223,21,0.2857142857142857,-0.11625196540046545,-0.9272751931436637,-0.24157762424554616,-0.08685381354860289,0.015031217139455433,0.4254222731176639,20,6,0.3,FAIL,-0.11047547604795938,-0.9497664957050739,-0.061437862026997234,-0.08107732419609681,-0.007460085421954754,0.8136272545090181,33,9,0.2727272727272727,FAIL
000623.SZ,3524,20120215,20260821,0.034327535580646495,-0.5931153901197583,0.19381335606580613,-0.051992269526401014,-0.7844431271084771,-0.19402727468943237,21,0.2857142857142857,-0.048988265903511685,-0.784443127108477,-0.18095356453018022,-0.08331580148415818,-0.19132773698871863,0.5581725312145289,20,5,0.25,FAIL,-0.021792559146407986,-0.7615945651828748,-0.013326996667968629,-0.05612009472705448,-0.1684791750631165,0.8541430192962542,27,6,0.2222222222222222,FAIL
000625.SZ,3470,20120216,20260821,0.10162148939885496,-0.7432589074020461,0.3932016278982409,0.027856095370595968,-0.6087113090992557,0.17790465567395078,25,0.32,0.034243420186140794,-0.6087113090992557,0.19756851267542141,-0.06737806921271416,0.1345475983027904,0.5164265129682997,24,6,0.25,中性,0.1253850479798937,-0.6282172975360754,0.44873405994418697,0.023763558581038735,0.11504160986597078,0.7752161383285303,31,15,0.4838709677419355,PASS
000627.SZ,3118,20120216,20250813,-0.04798371446852934,-0.9120350677818311,0.04423241124937958,-0.009386546852978461,-0.8320090650820376,0.022260680687078174,15,0.2,-0.00906819561569272,-0.8320090650820376,0.023513435247209915,0.03891551885283662,0.08002600269979343,0.3556767158434894,15,6,0.4,PASS,-0.07116938494330916,-0.9148054811063911,-0.06188772044299424,-0.023185670474779818,-0.0027704133245600726,0.7812700449005773,33,14,0.42424242424242425,中性
000629.SZ,3074,20120305,20260821,-0.03141141305167838,-0.7125567322239033,0.08664818101463811,-0.045299874258707185,-0.7277668851021976,-0.07843851274148791,17,0.29411764705882354,-0.034332106215767655,-0.7277668851021974,-0.03198633270985423,-0.002920693164089272,-0.015210152878294192,0.3464541314248536,17,7,0.4117647058823529,中性,-0.05336027061646087,-0.847564619872997,-0.01553797880040408,-0.021948857564782487,-0.13500788764909377,0.7381262199089135,32,15,0.46875,中性
000630.SZ,3362,20120215,20260821,0.042547719539203444,-0.6341341865796424,0.24017898022178674,-0.010876456487948771,-0.7942963846824318,0.017797957519141382,15,0.26666666666666666,-0.01007131165514985,-0.7942963846824318,0.02077194883587077,-0.052619031194353294,-0.16016219810278942,0.4997025580011898,15,5,0.3333333333333333,FAIL,0.024932668192543028,-0.5675846533040569,0.18036929968218243,-0.017615051346660415,0.06654953327558544,0.8491969066032123,26,9,0.34615384615384615,PASS
000631.SZ,3524,20120215,20260821,0.05192749996956336,-0.6204916232771165,0.27691306692857437,-0.05498304787602526,-0.8644028475066821,-0.09401300285446895,18,0.3888888888888889,-0.053700039336379346,-0.8644028475066821,-0.08958344861261267,-0.10562753930594271,-0.24391122422956557,0.48524404086265605,18,5,0.2777777777777778,FAIL,-0.0354586022001967,-0.860127784183518,0.04977385096630672,-0.08738610216976006,-0.2396361609064015,0.8513053348467651,31,6,0.1935483870967742,FAIL
000636.SZ,3353,20120215,20260821,0.1561532654833082,-0.7639316844697606,0.5168712009536784,-0.009438022671632074,-0.8076067579487337,0.128452571678567,25,0.44,-0.0101012039129178,-0.8076067579487336,0.12673374924488223,-0.166254469396226,-0.04367507347897304,0.6152699075454816,24,6,0.25,FAIL,0.10751592560193401,-0.6613682899399579,0.41819501546004584,-0.0486373398813742,0.10256339452980268,0.8144944825529377,30,10,0.3333333333333333,中性
000650.SZ,3457,20120215,20260821,0.005936778084618455,-0.7280869736335841,0.1406635202471935,-0.04512653387723209,-0.8151998662389419,-0.08907785027780464,17,0.29411764705882354,-0.04145920656177604,-0.8151998662389419,-0.0755862730269573,-0.047395984646394496,-0.08711289260535782,0.4772924501012438,17,6,0.35294117647058826,FAIL,-0.0494959639319702,-0.7876728475189163,-0.03888023516213484,-0.055432742016588654,-0.05958587388533221,0.8440844663002603,31,8,0.25806451612903225,FAIL
000651.SZ,3365,20120220,20260821,0.16317853393164894,-0.5274136595452588,0.5887228348244202,0.07357626806616002,-0.4550911232958611,0.32895529128773104,19,0.5263157894736842,0.07627677071704908,-0.4550911232958611,0.33929644330868436,-0.08690176321459986,0.07232253624939766,0.6151560178306092,18,5,0.2777777777777778,中性,0.06783786204752018,-0.567582219692466,0.30367629957353437,-0.09534067188412876,-0.040168560147207266,0.8799405646359584,26,6,0.23076923076923078,FAIL
000652.SZ,3514,20120215,20260821,-0.013859081593426414,-0.8288727216039233,0.11911912607682466,-0.08846038003967316,-0.9106785669689073,-0.1953910807421035,21,0.19047619047619047,-0.08630319056814872,-0.9106785669689073,-0.18788192613176752,-0.07244410897472231,-0.08180584536498392,0.44763801935116676,21,6,0.2857142857142857,FAIL,-0.06410741842666179,-0.8813922771521294,-0.03461946251715655,-0.050248336833235374,-0.05251955554820609,0.8369379624359704,34,6,0.17647058823529413,FAIL
000655.SZ,3431,20120314,20260821,-0.048663222437637765,-0.8525345622119815,0.06062800158109582,-0.09209622564011699,-0.9055037640822885,-0.13758558211913535,20,0.3,-0.09982244523096573,-0.9055037640822884,-0.15989024327962295,-0.05115922279332796,-0.05296920187030685,0.5794229087729524,21,6,0.2857142857142857,FAIL,-0.02765448462221709,-0.7753733572733801,0.08647406485414155,0.021008737815420675,0.07716120493860146,0.8195861264937336,27,12,0.4444444444444444,PASS
000656.SZ,3441,20120217,20260821,-0.054370425775614795,-0.9177408581593701,0.055798980138775746,-0.013707477415880298,-0.743405181636779,0.0427657319986865,19,0.3157894736842105,0.0023478833237395857,-0.7434051816367788,0.09656747965191874,0.05671830909935438,0.1743356765225913,0.4664341761115955,19,9,0.47368421052631576,PASS,-0.07962775995024596,-0.9351538495603111,-0.07451606721323252,-0.025257334174631163,-0.01741299140094099,0.7820401046207498,35,15,0.42857142857142855,中性
000657.SZ,3102,20130322,20260821,0.1938717662875995,-0.7565771463547507,0.5848381753183564,-0.04284314869486128,-0.8759537156941359,-0.027893792303847555,20,0.3,-0.050523383104481234,-0.8759537156941359,-0.04994361803320244,-0.24439514939208073,-0.11937656933938523,0.5367504835589942,21,4,0.19047619047619047,FAIL,0.09935433744135347,-0.7682470104568467,0.39844328832840453,-0.09451742884624603,-0.011669864102096028,0.8185041908446163,29,9,0.3103448275862069,FAIL
000659.SZ,3387,20120216,20260821,-0.023168883463087653,-0.8418491484184915,0.1185024172301511,-0.07510106250310311,-0.9386154304438823,-0.18603117708296407,22,0.18181818181818182,-0.07535279291604247,-0.9386154304438823,-0.18649762661707928,-0.05218390945295481,-0.09676628202539084,0.4089164452317685,22,8,0.36363636363636365,FAIL,-0.04535080326110985,-0.8851593386772574,0.018081596251044763,-0.022181919798022198,-0.043310190258765924,0.7626217891939769,33,16,0.48484848484848486,中性
000661.SZ,3479,20120215,20260821,0.12799645632164336,-0.869730733009759,0.45030237927780514,0.12661364122740792,-0.6160547683333147,0.4765521173672852,17,0.5882352941176471,0.1458698170322057,-0.6160547683333147,0.5312455599097198,0.017873360710562336,0.25367596467644427,0.5423972405863754,16,5,0.3125,PASS,0.06877935339752406,-0.8846644644151864,0.31076321499414766,-0.0592171029241193,-0.01493373140542742,0.8571428571428571,30,10,0.3333333333333333,FAIL
000662.SZ,1877,20120216,20210409,-0.267453482778215,-0.9926463143712166,-0.39014994204927433,-0.008064541228692046,-0.7758275524162228,0.12441402696884345,9,0.5555555555555556,-0.011029732443008644,-0.7758275524162228,0.11565751114864747,0.25642375033520637,0.21681876195499383,0.4405966968566862,9,3,0.3333333333333333,PASS,-0.15951483094658037,-0.9530077660802667,-0.21191827799929647,0.10793865183163465,0.039638548290949926,0.7426744805540757,18,9,0.5,PASS
000667.SZ,2727,20120215,20230525,-0.11256705411266521,-0.9346757519101841,-0.20645971909319866,-0.03225214865165882,-0.7170282794062461,-0.0605146009692579,12,0.3333333333333333,-0.022562636511266554,-0.7170282794062461,-0.022802208158942395,0.09000441760139866,0.217647472503938,0.43601026769343604,12,5,0.4166666666666667,PASS,-0.1064749063013063,-0.920896291612476,-0.22488479624548702,0.006092147811358917,0.013779460297708157,0.8492849284928493,21,7,0.3333333333333333,反例
000669.SZ,3327,20120224,20260821,-0.05824212114626126,-0.951783839464353,0.016985566767719996,-0.17288567419832823,-0.9787156825314764,-0.5353368909340185,24,0.20833333333333334,-0.16631685952411157,-0.9787156825314764,-0.5066005773218158,-0.10807473837785031,-0.026931843067123484,0.5933273219116321,24,3,0.125,FAIL,-0.09119601938132993,-0.949769466247533,-0.13147585184355787,-0.03295389823506867,0.0020143732168199646,0.806131650135257,31,12,0.3870967741935484,FAIL
000671.SZ,2699,20120215,20230609,-0.10056066791016616,-0.9615294617949933,-0.05024854361267832,0.11578012615042166,-0.570896714026328,0.4321544049740681,13,0.46153846153846156,0.12798952648996775,-0.5708967140263281,0.4643321560780797,0.2285501944001339,0.3906327477686652,0.5850314931456095,13,8,0.6153846153846154,PASS,0.0839093632742598,-0.7273625290240431,0.35139367768062657,0.18447003118442595,0.23416693277095024,0.7654686921081882,22,9,0.4090909090909091,PASS
000677.SZ,3032,20120514,20260821,-0.0394190367687699,-0.8181818181818181,0.08742616372215312,0.046821808850474156,-0.6745947356182886,0.24774449205008972,14,0.5,0.03311116507769585,-0.6745947356182884,0.19782276846690552,0.07253020184646575,0.1435870825635297,0.3720316622691293,15,9,0.6,PASS,-0.01133057931033199,-0.6979632685171078,0.11388255542322939,0.02808845745843791,0.12021854966471035,0.7681398416886543,29,14,0.4827586206896552,PASS
000679.SZ,3381,20120216,20260821,-0.0014696771837272582,-0.9047898841534654,0.18249926919454973,-0.04850768079653933,-0.9423437346554054,-0.013746572913996839,18,0.2777777777777778,-0.04202927851564375,-0.9423437346554054,0.005933342518113994,-0.040559601331916495,-0.037553850501940045,0.5232179828453121,18,7,0.3888888888888889,FAIL,-0.07603191905067264,-0.9440332288169154,-0.03117290417994258,-0.07456224186694538,-0.03924334466345003,0.8071576456669625,30,8,0.26666666666666666,FAIL
