date,nav_2f,nav_7f,nav_7f_wf,nav_bench_tr,ret_2f,ret_7f,ret_7f_wf,ret_bench_tr
20230228,2.257156208362854,2.197249288902656,1.7901716925949425,1.386199379435173,-0.06115634034888141,-0.022628144451836234,-0.014622302978075747,-0.002720835013429901
20230331,2.168668656424057,2.1520187211528357,1.7704078755326356,1.381267278880342,-0.0392031139054296,-0.020585086989564544,-0.011040179634199383,-0.003558002281634831
20230428,2.0859711237402543,2.1391724854286984,1.7162896506651586,1.3047641362851283,-0.03813285742791342,-0.0059693884620368245,-0.030568224201553095,-0.055386197707678386
20230531,2.1336558659449345,2.2460743427861063,1.7501799852053175,1.3222382599661457,0.02285973265017166,0.04997346314314841,0.019746279147592794,0.013392553638674531
20230630,2.137909080779848,2.325554371649388,1.8098620071080072,1.3839112555416335,0.0019933930784242658,0.03538619686323121,0.03410050532356438,0.04664287628242336
20230731,1.972989697624532,2.236949820551431,1.7176676077818247,1.3004890015020893,-0.07714050360605525,-0.0381003997060343,-0.05094001584877771,-0.060280060376338596
20230831,1.9548204016372284,2.2952148254330718,1.756680887082749,1.2767096681097696,-0.00920901716272481,0.02604663025801714,0.02271293882714909,-0.018284916954202757
20230928,1.8924977383961115,2.2417167733309684,1.7275022342534103,1.2385599529777966,-0.0318815289572993,-0.023308516270153127,-0.016610104341599975,-0.029881276914316413
20231031,1.977894759211181,2.3102286845205,1.7575737687052277,1.2143770579142217,0.04512397509517952,0.030562251219510558,0.01740752275484822,-0.019525009673882487
20231130,1.9522914776660416,2.246560339481099,1.733869793400014,1.1939939366801817,-0.012944713780095408,-0.02755932582172722,-0.013486759831808309,-0.016784837214439352
20231229,1.5358971560953918,1.9683083631387568,1.5188796809702825,1.1211011384171328,-0.21328491484706372,-0.12385688977604378,-0.12399438138209264,-0.06104955479566532
20240131,1.6493386370092358,2.031594710545867,1.5897429125024785,1.2280127125316604,0.07386007615395213,0.03215265889852274,0.046654934172881676,0.09536300557635213
20240229,1.7280506862629323,2.107898141672947,1.6190443941601287,1.2377387398942787,0.04772340105754506,0.03755839229694494,0.018431585023722937,0.007920135730978828
20240329,1.7470718548606423,2.1141120954224437,1.6453750217699543,1.2634192255752383,0.011007297846595508,0.002947938340400427,0.01626306709365105,0.020747904911785353
20240430,1.6631026976286196,2.070449751786897,1.62056334527821,1.2571583628793015,-0.04806279547026448,-0.02065280442323096,-0.015079648203881243,-0.004955491074695506
20240531,1.460367002157319,1.8570420514342079,1.4256713376395143,1.2179312103428677,-0.12190209044839921,-0.10307311257783877,-0.1202618880690761,-0.031203031928762615
20240628,1.5068153245003775,1.8489159419508652,1.4116831803499688,1.2132777634845413,0.031805924315218635,-0.004375834934414488,-0.009811628332730424,-0.00382077971137329
20240731,1.473151524064008,1.7934038566318495,1.374132406973992,1.1729742383299309,-0.022341026062720343,-0.030024126061914135,-0.02660000055158807,-0.03321871245613084
20240830,1.9027113128346158,2.1639914552657484,1.7074377826923768,1.4210683761787917,0.29159240020712457,0.20663923369156287,0.2425569574131245,0.2115085990312071
20240930,1.995431744512734,2.2311688247058656,1.765087755576288,1.378820713965072,0.048730688177801074,0.031043269268300897,0.033764025528945314,-0.02972950698355714
20241031,2.0461240687007347,2.3579055123992703,1.8899229452123487,1.3904001290023007,0.025404188505770725,0.05680282293748534,0.07072463634835129,0.008398057064235465
20241129,1.9274097151549836,2.25695010064029,1.796180844354519,1.3994555906743393,-0.05801913743243012,-0.0428157155696428,-0.049601017382905406,0.006512845822688851
20241231,1.8690519254446052,2.2282671306834803,1.7533376527970737,1.3601146351789002,-0.030277833120544304,-0.012708730223442842,-0.023852381953689956,-0.028111614085933545
20250127,1.9984471155417958,2.2954941840167558,1.7886435593208856,1.388608555812386,0.06923038805698806,0.030170105014588226,0.020136398980247255,0.020949646372813158
20250228,2.0491239485923276,2.3165826530267513,1.8136561451533701,1.3901751493618928,0.025358105629326614,0.009186897164380555,0.013984108629212403,0.0011281750662917034
20250331,2.0561702185717023,2.267398310960756,1.7735276217211156,1.3509770898115276,0.0034386743584814915,-0.021231421206462462,-0.02212576156703685,-0.028196489894354304
20250430,2.193109156751283,2.3407525998179293,1.8381690923942817,1.3784133656121176,0.0665990281070717,0.03235174362729916,0.03644796386674533,0.02030846859469504
20250530,2.272824539224168,2.409896535039345,1.8860513424924663,1.4153437167547658,0.03634811437793178,0.029539189757513986,0.02604888217101739,0.02679192763503746
20250630,2.4394127335545805,2.495613269530327,1.9459707727711377,1.4681045720065804,0.07329566865169342,0.03556863676289839,0.03176977685002258,0.0372777683803831
20250731,2.563803517305717,2.5541432606242633,2.0330455848411346,1.6225086926591585,0.05099210233681157,0.0234531494957757,0.04474620754246938,0.10517242681258132
20250829,2.5134517777625978,2.607819049512067,2.0777617679413947,1.677417320410275,-0.019639468938724876,0.0210151833357556,0.02199467805034686,0.033841808059053013
20250930,2.5977318035397032,2.700762271283801,2.16762172051516,1.6804832237269585,0.03353158653082601,0.03564021122904361,0.04324843875763327,0.0018277522709337912
20251031,2.595416358995767,2.744545534708616,2.1947379061715737,1.642280142131196,-0.0008913331779597843,0.016211446631325618,0.012509648431631768,-0.022733390644052887
20251128,2.572273360070028,2.8531289518586624,2.2690100258183743,1.6827603780428069,-0.008916873335380153,0.03956335057183686,0.033840997340934535,0.024648800696743134
20251231,2.7221564763136903,3.027765746520292,2.4116378060924077,1.7136133831201903,0.05826873557465995,0.06120886844173756,0.06285903484388136,0.0183347584599467
20260130,2.7506033843527766,3.135495927564213,2.465982365465622,1.7183231455213448,0.010450136972878353,0.035580751637649524,0.022534295670737337,0.0027484393198300427
20260227,2.47360365299991,2.9978948437092097,2.17029703561157,1.626414085327696,-0.10070507908505527,-0.04388495058958602,-0.11990569518862777,-0.053487646042132075
20260331,2.6634038780726406,3.132691520442383,2.3104668484195443,1.7599671603413203,0.07673024934392662,0.04496377750408114,0.06458554313441077,0.08211505066172342
20260430,2.3864733650240457,2.886580091957623,2.154439830152371,1.7942445321949465,-0.10397616198148447,-0.07856229280117731,-0.06753051591019464,0.01947614286563093
20260529,2.309142725800778,2.650749307276857,1.9914634032385807,1.82955652693444,-0.03240373027271918,-0.08169902693426744,-0.07564677584997292,0.01968070355287388
20260630,2.286583636936021,2.844922540846891,2.1043258360435386,1.689161735628961,-0.00976946492423242,0.07325220572046844,0.05667311416389452,-0.07673706127064639
