trial,total,ann,sharpe,mdd,n_A,n_G,has_cashbond,eq_total
203,-0.023286273482533315,-0.003359968203354713,-0.025916793606148222,-0.43444526372861597,4,6,True,0.48312978092600645
204,0.17824873806595232,0.02370710361352102,0.14537509587583353,-0.4027591263636784,6,4,True,0.7598992192027407
205,0.04421775156155583,0.006199683496503905,0.042157280960220374,-0.3454662487282169,4,6,True,0.8266152254502226
206,0.1892803879368965,0.025070752574807953,0.1415985906000631,-0.31381349783193235,6,4,True,0.8952605781828282
207,-0.08425275459929427,-0.012493624202198794,-0.07990895724853883,-0.35621490699883235,5,5,True,0.7269976328292032
208,0.2516570828072957,0.032583351515808046,0.17540578900416914,-0.2788476893712163,7,3,True,0.6690984937093756
209,0.5616500752546285,0.06574208082064437,0.3507728380618319,-0.27179496713615076,6,4,True,1.0012757406186936
210,-0.5944276104733413,-0.12094663042784126,-0.5700996996366445,-0.6206353825015358,5,5,True,0.7675206015310223
211,-0.26431275847006663,-0.04289841188335275,-0.21471291966488537,-0.373383288704089,5,5,True,0.7804822137009548
212,-0.3588354388576752,-0.06151591582704674,-0.36165455326720863,-0.47378995404482027,6,4,True,0.6866959048479633
213,-0.436361441199395,-0.07863407071729722,-0.2961269794420317,-0.6076992219169151,6,4,True,0.937524459464155
214,-0.19510221395627192,-0.03052702557287934,-0.0795437021485723,-0.5307750874285783,4,6,True,0.7463309153658633
215,-0.12668909488766322,-0.01916404761260193,-0.07932808835227916,-0.40534534319953897,6,4,True,0.4605699832282095
216,-0.4410242041763073,-0.07972671612542581,-0.29944282700956665,-0.5045765272764875,3,7,True,0.8666110010835097
217,-0.13757220783225044,-0.020919428786973615,-0.03935709914480717,-0.4321547712356022,6,4,False,0.9756490536542151
218,-0.21531789621450825,-0.03404316350707082,-0.1744081463106471,-0.4343733605639473,4,6,True,1.1086174192920546
219,0.610249311836178,0.07041767235659013,0.3503188124552324,-0.3036438095462833,6,4,False,0.9369208665298219
220,-0.5816156497943219,-0.11703267406809181,-0.5105476730220634,-0.6086513207460645,4,6,True,0.4815830886257868
221,-0.30369005994513487,-0.05038968493118501,-0.19824651087063253,-0.4096659084191148,5,5,False,1.0312321937316096
222,0.21341214726847935,0.028016340299830134,0.14785170031711656,-0.29356298661231145,7,3,True,0.723007726122473
223,0.18198185679933565,0.02416978397189684,0.12959483399311067,-0.27179496713615076,5,5,True,1.0785327887369287
224,-0.30216023667954317,-0.05009194641775239,-0.26760651865772195,-0.40958807841373823,5,5,True,0.8970923490660707
225,0.4060484095135346,0.04988281988165255,0.2638715521257524,-0.2767737162457389,6,4,True,0.8085162570602433
226,-0.4779760149124146,-0.08867348029377109,-0.40909066201137817,-0.5730246689175966,3,7,True,0.4095666640721962
227,-0.21883210637722017,-0.03466229984947611,-0.0932732378942585,-0.5669202060677067,6,4,True,0.5791645491252166
228,-0.6127635018422615,-0.12673666937273753,-0.594714031211169,-0.6377864228467184,3,7,True,0.5731025163911312
229,0.26994991623422804,0.034725630018482834,0.18646610104958072,-0.3252151827600183,5,5,True,0.8034127401827316
230,-0.3585694072596717,-0.06146030326463514,-0.21339877958372813,-0.4586445620128795,5,5,False,1.0042208513352793
231,-0.018391540510165783,-0.0026480523736376327,-0.007816644928201322,-0.4004509977268781,6,4,True,0.5613590855043953
232,0.2920177874122367,0.03727508124614176,0.20139774614548384,-0.21661887949173622,6,4,True,1.0764248011898072
233,0.35064911187780434,0.04387166834303202,0.23545849855075127,-0.27975510325110875,6,4,True,0.8613826576513093
234,-0.0636717442704936,-0.009353514206616231,-0.038679018021985534,-0.28278314080481026,3,7,True,1.1518894042549186
235,-0.3887747476233453,-0.0679047106808981,-0.3147157876731962,-0.481738507661462,3,7,True,0.8073484310051542
236,0.3768282010571973,0.04673808236111454,0.25138667968155154,-0.2682691759519426,6,4,True,0.7402648093809963
237,0.5196245686740146,0.061597265367798526,0.3254091444220323,-0.2744222421092407,5,5,True,0.5884684709784729
238,-0.0561454609138855,-0.00821996766001798,-0.11847550525490601,-0.33397999029456715,8,2,True,0.7881428332405611
