pair,start,end,div_cum,broad_cum,excess_cum,excess_ann
红利低波100-中证800,2021-01-07,2026-03-24,0.7009421741452058,-0.006488484119720361,0.7074306582649261,0.07188847035077606
红利低波100-中证800,2021-01-08,2026-03-25,0.7103873326938717,0.011746730130506533,0.6986406025633651,0.07064794644333916
红利低波100-中证800,2021-01-11,2026-03-26,0.7407736276220938,0.008763576451497501,0.7320100511705963,0.07371407901858884
红利低波100-中证800,2021-01-12,2026-03-27,0.7179639362034536,-0.008666384154092488,0.726630320357546,0.07367307029673964
红利低波100-中证800,2021-01-13,2026-03-30,0.7119338100601,-0.005673495070837586,0.7176073051309376,0.0727858540258175
红利低波100-中证800,2021-01-14,2026-03-31,0.7014383109779931,-0.0002802796625586135,0.7017185906405518,0.07121917890798524
红利低波100-中证800,2021-01-15,2026-04-01,0.6989092268858741,0.01948970313552789,0.6794195237503462,0.06872838168840767
红利低波100-中证800,2021-01-18,2026-04-02,0.6975952956239004,-0.005403105753963411,0.7029984013778638,0.07146103221831202
红利低波100-中证800,2021-01-19,2026-04-03,0.6685924869975124,-0.0013380639567250885,0.6699305509542375,0.06835976244357722
红利低波100-中证800,2021-01-20,2026-04-07,0.670149578903587,-0.0075580379585744595,0.6777076168621614,0.06921750073793165
红利低波100-中证800,2021-01-21,2026-04-08,0.6825149888569804,0.015358262053631444,0.6671567268033489,0.06771432920008102
红利低波100-中证800,2021-01-22,2026-04-09,0.6940320990470299,0.007840094987725532,0.6861920040593044,0.06961818221506832
红利低波100-中证800,2021-01-25,2026-04-10,0.7084528556702576,0.01331717461378279,0.6951356810564748,0.07029415091510849
红利低波100-中证800,2021-01-26,2026-04-13,0.7065295249398604,0.034820256151030016,0.6717092687888304,0.0676742121177667
红利低波100-中证800,2021-01-27,2026-04-14,0.7061888975829052,0.044995867707152915,0.6611930298757522,0.06649295097529184
红利低波100-中证800,2021-01-28,2026-04-15,0.7381908548784042,0.06872215238891188,0.6694687024894923,0.06670053810235244
红利低波100-中证800,2021-01-29,2026-04-16,0.7535133395068367,0.08876395479764088,0.6647493847091959,0.06583425959473743
红利低波100-中证800,2021-02-01,2026-04-17,0.73471416059921,0.07672282761632632,0.6579913329828837,0.06549661363422521
红利低波100-中证800,2021-02-02,2026-04-20,0.7461727055478204,0.06912326805523006,0.6770494374925904,0.06736798407519218
红利低波100-中证800,2021-02-03,2026-04-21,0.7674261348257208,0.07456865783210032,0.6928574769936204,0.06864847114449257
红利低波100-中证800,2021-02-04,2026-04-22,0.7688594930956629,0.08847800855178467,0.6803814845438783,0.06722791320132249
红利低波100-中证800,2021-02-05,2026-04-23,0.7728024463282159,0.08509768378359506,0.6877047625446209,0.06795218714122053
红利低波100-中证800,2021-02-08,2026-04-24,0.7521163871844889,0.06516965880709469,0.6869467283773942,0.06833962548038941
红利低波100-中证800,2021-02-09,2026-04-27,0.7298515641530219,0.04459249182856473,0.6852590723244572,0.06866511055199953
红利低波100-中证800,2021-02-10,2026-04-28,0.7316775341936779,0.019789551895253554,0.7118879822984243,0.07164157450022235
红利低波100-中证800,2021-02-18,2026-04-29,0.6946661810805794,0.035309071147317184,0.6593571099332622,0.06654714610158896
红利低波100-中证800,2021-02-19,2026-04-30,0.6554024322172038,0.030773691087920607,0.6246287411292832,0.06348726304057761
红利低波100-中证800,2021-02-22,2026-05-06,0.6300900970392953,0.07808969181558378,0.5520004052237115,0.05584083213857216
红利低波100-中证800,2021-02-23,2026-05-07,0.6318241195607703,0.0893124456876162,0.5425116738731541,0.05475322443373898
红利低波100-中证800,2021-02-24,2026-05-08,0.6507699571561376,0.11032514726306819,0.5404448098930694,0.05417389582828536
红利低波100-中证800,2021-02-25,2026-05-11,0.6340771881200764,0.12500395062463343,0.509073237495443,0.051028649341823495
红利低波100-中证800,2021-02-26,2026-05-12,0.6643249157537134,0.14944825467365708,0.5148766610800564,0.05114071356329419
红利低波100-中证800,2021-03-01,2026-05-13,0.6430037908650714,0.14447998444588417,0.49852380641918725,0.04972666315621144
红利低波100-中证800,2021-03-02,2026-05-14,0.64666690394766,0.1350968682292646,0.5115700357183954,0.05108427460303355
红利低波100-中证800,2021-03-03,2026-05-15,0.5930495197977146,0.10119662888665304,0.49185289091106155,0.04984091750402664
红利低波100-中证800,2021-03-04,2026-05-18,0.5813091448118508,0.13008108772443183,0.451228057087419,0.04557120674485038
红利低波100-中证800,2021-03-05,2026-05-19,0.6134511984611928,0.1391383609752359,0.4743128374859569,0.047579192843149265
红利低波100-中证800,2021-03-08,2026-05-20,0.6012021472718452,0.17784119079737715,0.42336095647446803,0.04225836050665577
红利低波100-中证800,2021-03-09,2026-05-21,0.5911191809790066,0.1828559512787038,0.4082632297003028,0.040780704697829684
红利低波100-中证800,2021-03-10,2026-05-22,0.6005844098033464,0.19616978803614216,0.4044146217672042,0.040240738284754496
红利低波100-中证800,2021-03-11,2026-05-25,0.5665462429530588,0.18520872149709078,0.381337521455968,0.03822551757045911
