month,year,long_ret,short_ret,longshort_ret,bench_ret,ic,ic_signed,long_cost,short_cost,N_long,N_short
2020-11,2020,-0.0032501535434362925,0.02623344616784852,-0.02948359971128481,0.028456167901854207,0.14144447181857603,-0.14144447181857603,0.004116395820956398,0.004137517644392264,10,10
2020-12,2020,-0.10743021903945281,-0.13778510728966245,0.03035488825020964,0.015992978060082638,0.1309624058827947,-0.1309624058827947,0.003837848664189224,0.003886309006841313,10,9
2021-01,2021,0.06713511086514783,0.0011264874049070456,0.06600862346024078,-0.014930370896715965,-0.3310866485688557,0.3310866485688557,0.0041675807579910846,0.0040674360115625545,10,10
2021-02,2021,-0.06195266443769778,0.03166681519997141,-0.09361947963766919,-0.06835906736783012,0.05549483993595454,-0.05549483993595454,0.003928358799658982,0.0041212652808836564,10,10
2021-03,2021,0.10491185991820906,-0.004672473827086993,0.10958433374529605,0.0024873322583760533,-0.10847138122976159,0.10847138122976159,0.00435040663605026,0.004170551471870469,9,10
2021-04,2021,0.11606594437416884,0.13039577088365542,-0.014329826509486582,0.05343579383269064,-0.030454262282141344,0.030454262282141344,0.00426350521399151,0.004375646713849855,10,9
2021-05,2021,0.05320881596441601,0.0518981212262446,0.001310694738171414,-0.022022810128005,0.05190215916673113,-0.05190215916673113,0.004168116109641557,0.004240686744640391,10,10
2021-06,2021,-0.03174091393879728,0.10100621888381628,-0.13274713282261355,-0.08002324508713202,0.2513517856703418,-0.2513517856703418,0.0039699729264090575,0.004315177926062422,10,9
2021-07,2021,-0.05953602544291146,0.14364201644706673,-0.20317804188997818,-0.025969387093269583,0.08415177083107069,-0.08415177083107069,0.003981163699890754,0.00451915257864327,10,8
2021-08,2021,-0.034192976361083365,-0.072051141439547,0.03785816507846363,-0.0006317129252991147,-0.15600386981463946,0.15600386981463946,0.004097870615654088,0.003963344740856802,8,8
2021-09,2021,-0.012910503196314416,-0.04425266097818438,0.03134215778186997,-0.004294331398577186,-0.18401329474133263,0.18401329474133263,0.0040536766544052,0.004019110661505982,9,10
2021-10,2021,-0.0017850892074909384,0.15868742470439504,-0.16047251391188597,-0.011994045578604081,-0.02776409499748091,0.02776409499748091,0.004033658270809616,0.004516263850673012,10,8
2021-11,2021,0.0008859853705077913,-0.14256523910600574,0.14345122447651354,0.01992676901085532,-0.20034585881479847,0.20034585881479847,0.00407002014205449,0.0038462979148457988,8,9
2021-12,2021,-0.04043549984557876,-0.034961058205670206,-0.005474441639908553,-0.019398323055392585,-0.01428827670283687,0.01428827670283687,0.003992087242675641,0.004027719061212927,10,10
